,sentence,label
3146,"i don't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it's a dish that's best served cold . ",1
7345,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . something like scrubbing the toilet . or emptying rat traps . or doing last year's taxes with your ex-wife . ,0
3813,a weird and wonderful comedy . ,1
3769,a lovely film for the holiday season . ,1
5071,"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event . ",1
5419,"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti",0
5592,though its atmosphere is intriguing . . . the drama is finally too predictable to leave much of an impression . ,0
611,ice cube holds the film together with an engaging and warm performance . . . ,1
2680,"a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades . ",1
6115,"when mr . hundert tells us in his narration that 'this is a story without surprises , ' we nod in agreement . ",0
4063,"writer/director david caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza . ",1
3318,"if you love the music , and i do , its hard to imagine having more fun watching a documentary . . . ",1
4061,"mostly works because of the universal themes , earnest performances . . . and excellent use of music by india's popular gulzar and jagjit singh . ",1
4145,"though it's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans' saga of hollywood excess . ",1
2202,catch it . . . if you can ! ,1
7532,"for the most part , i spy was an amusing lark that will probably rank as one of murphy's better performances in one of his lesser-praised movies . ",0
9517,"it's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name . ",0
9217,chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy . ,0
6857,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0
9793,"has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release . ",0
7109,"it's slow -- very , very slow . it's not the ultimate depression-era gangster movie . that's pure pr hype . ",0
4113,"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness . ",1
1730,"like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit . ",1
5194,"it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook's foundation and dalrymple's film earn their uplift . ",1
5813,eight legged freaks ? no big hairy deal . ,0
2150,"even during the climactic hourlong cricket match , boredom never takes hold . ",1
4716,more sophisticated and literate than such pictures usually are . . . an amusing little catch . ,1
7296,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0
9687,"seemingly disgusted with the lazy material and the finished product's unshapely look , director fisher stevens inexplicably dips key moments from the film in waking life water colors . ",0
10452,"a formula family tearjerker told with a heavy irish brogue . . . accentuating , rather than muting , the plot's saccharine thrust . ",0
7784,this film's relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation . ,0
7021,"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ",0
5045,i'm going to give it a marginal thumbs up . i liked it just enough . ,1
5948,"guy gets girl , guy loses girl , audience falls asleep . ",0
3081,"short-story quaint , touchingly mending a child's pain for his dead mother via communication with an old woman straight out of eudora welty . ",1
3085,kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting . ,1
3058,"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema . ",1
7186,a relative letdown . ,0
7747,it's a sometimes interesting remake that doesn't compare to the brilliant original . ,0
4062," . . . the one thing this wild film has that other imax films don't : chimps , lots of chimps , all blown up to the size of a house . that's fun for kids of any age . ",1
2453,a comedy that swings and jostles to the rhythms of life . ,1
2156,the plot twists give i am trying to break your heart an attraction it desperately needed . ,1
9335,it's surprisingly bland despite the heavy doses of weird performances and direction . ,0
4174,"light the candles , bring out the cake and don't fret about the calories because there's precious little substance in birthday girl -- it's simply , and surprisingly , a nice , light treat . ",1
3948,"sem se preocupar em criar momentos melodramáticos para arrancar lágrimas do espectador , o pianista é um filme triste sem que , para isso , precise ser emocionante . ",1
6863,"it's another video movie photographed like a film , with the bad lighting that's often written off as indie film naturalism . ",0
7730,diane lane shines in unfaithful . almost everything else is wan . ,0
